periodo,inflacion
Dic.1958,0.4143082329609
Ene.1959,1.0483496661152
Feb.1959,0.532538806064163
Mar.1959,1.09719125295889
Abr.1959,1.2312707034035
May.1959,1.36721358204496
Jun.1959,1.60794062546177
Jul.1959,1.75398611221248
Ago.1959,6.14833209230668
Sep.1959,0.0492398509318509
Oct.1959,0.613687933521474
Nov.1959,0.126780610717882
Dic.1959,0.182452834396777
Ene.1960,0.676731000000069
Feb.1960,0.039539999999973
Mar.1960,0.0395250000000166
Abr.1960,-0.615350999999917
May.1960,0.222619999999991
Jun.1960,0.0049579999998881
Jul.1960,0.72484599999997
Ago.1960,1.33687700000017
Sep.1960,0.962714999999891
Oct.1960,0.952573000000084
Nov.1960,-0.98170999999995
Dic.1960,-0.918288000000048
Ene.1961,1.74707199999981
Feb.1961,0.390244000000126
Mar.1961,1.55490800000008
Abr.1961,1.24401899999998
May.1961,1.13421600000004
Jun.1961,-1.682243
Jul.1961,0.47528499999982
Ago.1961,0.85146600000006
Sep.1961,0.844278000000013
Oct.1961,-0.558140000000106
Nov.1961,1.02899900000016
Dic.1961,1.48148099999989
Ene.1962,1.18613100000016
Feb.1962,0.811541999999861
Mar.1962,0.536673000000105
Abr.1962,0.355871999999942
May.1962,0.177304999999924
Jun.1962,0.442477999999994
Jul.1962,0.17621100000014
Ago.1962,-0.791556999999999
Sep.1962,-0.0886520000001318
Oct.1962,0.887311000000101
Nov.1962,0.439753999999943
Dic.1962,0.612959999999903
Ene.1963,1.56658000000006
Feb.1963,0.0
Mar.1963,1.79948600000008
Abr.1963,0.16834999999988
May.1963,-0.336133999999897
Jun.1963,-0.590219000000046
Jul.1963,1.10262900000005
Ago.1963,0.503355999999948
Sep.1963,0.500834999999926
Oct.1963,1.49501700000019
Nov.1963,1.30932899999994
Dic.1963,0.969305000000068
Ene.1964,1.52
Feb.1964,0.31520899999989
Mar.1964,0.628437000000085
Abr.1964,0.780639999999896
May.1964,1.00697100000004
Jun.1964,0.23006100000003
Jul.1964,0.765111000000084
Ago.1964,1.67046299999992
Sep.1964,0.224048000000111
Oct.1964,0.0745159999998692
Nov.1964,-0.0744600000000183
Dic.1964,3.57675100000005
Ene.1965,2.73381300000007
Feb.1965,1.82072799999991
Mar.1965,2.13204999999996
Abr.1965,3.23232300000008
May.1965,0.782778999999894
Jun.1965,-0.194174999999981
Jul.1965,0.389105000000013
Ago.1965,0.193798000000081
Sep.1965,-0.193424000000013
Oct.1965,1.2919899999999
Nov.1965,1.02040800000004
Dic.1965,0.820706999999996
Ene.1966,0.688791000000037
Feb.1966,1.18159200000004
Mar.1966,0.491703000000025
Abr.1966,0.61162099999991
May.1966,0.121581000000032
Jun.1966,0.303581999999994
Jul.1966,1.33171899999996
Ago.1966,1.37395500000001
Sep.1966,-0.117854999999998
Oct.1966,0.825959000000007
Nov.1966,-0.0585139999999339
Dic.1966,0.702575999999918
Ene.1967,1.68406500000007
